0.94372,0.0117514
0.949237,0.0149641
0.956967,0.0194221
0.966356,0.0315558
0.974621,0.0379179
0.981743,0.0447296
0.987704,0.0560041
0.99249,0.0598674
0.99609,0.0690411
0.998495,0.0717435
0.999699,0.07142
